Timestamp,Temperature (C),Humidity (%),Fan On,Humidifier On
2025-02-02 19:55:00,24.8,53.7,False,False
2025-02-02 19:55:13,24.6,54.4,False,False
2025-02-02 19:55:18,24.5,56.0,False,False
2025-02-02 19:55:23,24.5,56.2,False,False
2025-02-02 19:55:28,24.5,57.4,False,False
2025-02-02 19:55:34,24.5,59.7,False,False
2025-02-02 19:55:39,24.6,62.5,False,False
2025-02-02 19:55:44,23.9,53.9,False,False
2025-02-02 19:56:41,23.9,53.8,False,False
2025-02-02 19:56:47,23.8,54.1,False,False
2025-02-02 19:56:52,23.8,55.3,False,False
2025-02-02 19:56:57,23.8,56.0,False,False
2025-02-02 19:57:02,23.8,56.6,False,False
2025-02-02 19:57:08,23.8,58.2,False,False
2025-02-02 19:57:13,23.9,61.1,False,False
2025-02-02 19:57:18,23.9,63.8,False,False
2025-02-02 19:58:00,23.7,55.9,False,False
2025-02-02 19:58:05,23.7,54.8,False,False
2025-02-02 19:58:11,23.6,54.9,False,False
2025-02-02 19:58:16,23.6,56.1,False,False
2025-02-02 19:58:21,23.6,56.4,False,False
2025-02-02 19:58:26,23.6,57.0,False,False
2025-02-02 19:58:32,23.7,58.5,False,False
2025-02-02 19:58:37,23.7,60.2,False,False
2025-02-02 19:58:42,23.8,63.5,False,False
2025-02-02 19:58:48,23.4,53.9,False,False
2025-02-02 19:59:45,23.4,53.8,False,False
2025-02-02 19:59:50,23.4,54.0,False,False
2025-02-02 19:59:55,23.4,55.1,False,False
2025-02-02 20:00:01,23.4,55.7,False,False
2025-02-02 20:00:06,23.4,55.9,False,False
2025-02-02 20:00:11,23.5,57.5,False,False
2025-02-02 20:00:16,23.5,60.5,False,False
2025-02-02 20:00:22,23.6,64.6,False,False
2025-02-02 20:00:27,23.3,54.1,False,False
2025-02-02 20:01:24,23.3,54.0,False,False
2025-02-02 20:01:29,23.3,54.2,False,False
2025-02-02 20:01:35,23.3,54.9,False,False
2025-02-02 20:01:40,23.4,55.2,False,False
2025-02-02 20:01:45,23.4,55.5,False,False
2025-02-02 20:01:50,23.4,57.2,False,False
2025-02-02 20:01:56,23.5,59.3,False,False
2025-02-02 20:02:01,23.6,63.5,False,False
2025-02-02 20:02:36,23.5,57.7,False,False
2025-02-02 20:02:41,23.5,55.6,False,False
2025-02-02 20:02:47,23.4,55.0,False,False
2025-02-02 20:02:52,23.5,56.0,False,False
2025-02-02 20:02:57,23.5,56.4,False,False
2025-02-02 20:03:02,23.5,56.4,False,False
2025-02-02 20:03:08,23.6,57.9,False,False
2025-02-02 20:03:13,23.6,60.4,False,False
2025-02-02 20:03:18,23.7,64.5,False,False
2025-02-02 20:04:00,23.6,55.5,False,False
2025-02-02 20:04:05,23.5,54.4,False,False
2025-02-02 20:04:11,23.4,54.3,False,False
2025-02-02 20:04:16,23.5,54.7,False,False
2025-02-02 20:04:21,23.5,54.8,False,False
2025-02-02 20:04:26,23.5,55.3,False,False
2025-02-02 20:04:32,23.6,57.4,False,False
2025-02-02 20:04:37,23.7,59.7,False,False
2025-02-02 20:04:42,23.8,63.6,False,False
2025-02-02 20:04:55,23.5,53.5,False,False
2025-02-02 20:05:52,23.5,53.3,False,False
2025-02-02 20:05:57,23.5,53.6,False,False
2025-02-02 20:06:02,23.5,54.9,False,False
2025-02-02 20:06:08,23.5,55.5,False,False
2025-02-02 20:06:13,23.5,55.5,False,False
2025-02-02 20:06:18,23.6,56.9,False,False
2025-02-02 20:06:24,23.7,59.2,False,False
2025-02-02 20:06:29,23.7,63.0,False,False
2025-02-02 20:06:34,23.4,53.1,False,False
2025-02-02 20:07:31,23.4,53.1,False,False
2025-02-02 20:07:37,23.4,53.4,False,False
2025-02-02 20:07:42,23.4,54.3,False,False
2025-02-02 20:07:47,23.4,54.4,False,False
2025-02-02 20:07:52,23.5,55.1,False,False
2025-02-02 20:07:58,23.5,56.6,False,False
2025-02-02 20:08:03,23.6,58.7,False,False
2025-02-02 20:08:08,23.7,62.4,False,False
2025-02-02 20:08:30,23.4,52.9,False,False
2025-02-02 20:09:27,23.4,52.7,False,False
2025-02-02 20:09:32,23.4,52.7,False,False
2025-02-02 20:09:37,23.4,53.5,False,False
2025-02-02 20:09:43,23.4,54.0,False,False
2025-02-02 20:09:48,23.5,54.3,False,False
2025-02-02 20:09:53,23.5,56.1,False,False
2025-02-02 20:09:58,23.6,59.1,False,False
2025-02-02 20:10:04,23.7,63.3,False,False
